prefix,Code,Description
Icd10Code,O150,Eclampsia in pregnancy
Icd10Code,O151,Eclampsia in labour
Icd10Code,O152,Eclampsia in the puerperium
Icd10Code,O159,"Eclampsia, unspecified as to time period"
Icd10Code,O16,Unspecified maternal hypertension
Icd10Code,O20,Haemorrhage in early pregnancy
Icd10Code,O200,Threatened abortion
Icd10Code,O208,Other haemorrhage in early pregnancy
Icd10Code,O209,"Haemorrhage in early pregnancy, unspecified"
Icd10Code,O21,Excessive vomiting in pregnancy
Icd10Code,O210,Mild hyperemesis gravidarum
Icd10Code,O211,Hyperemesis gravidarum with metabolic disturbance
Icd10Code,O212,Late vomiting of pregnancy
Icd10Code,O218,Other vomiting complicating pregnancy
Icd10Code,O219,"Vomiting of pregnancy, unspecified"
Icd10Code,O22,Venous complications in pregnancy
Icd10Code,O220,Varicose veins of lower extremity in pregnancy
Icd10Code,O221,Genital varices in pregnancy
Icd10Code,O222,Superficial thrombophlebitis in pregnancy
Icd10Code,O223,Deep phlebothrombosis in pregnancy
Icd10Code,O224,Haemorrhoids in pregnancy
Icd10Code,O225,Cerebral venous thrombosis in pregnancy
Icd10Code,O228,Other venous complications in pregnancy
Icd10Code,O229,"Venous complication in pregnancy, unspecified"
Icd10Code,O23,Infections of genitourinary tract in pregnancy
Icd10Code,O230,Infections of kidney in pregnancy
Icd10Code,O231,Infections of bladder in pregnancy
Icd10Code,O232,Infections of urethra in pregnancy
Icd10Code,O233,Infections of other parts of urinary tract in pregnancy
Icd10Code,O234,Unspecified infection of urinary tract in pregnancy
Icd10Code,O235,Infections of the genital tract in pregnancy
Icd10Code,O239,Other and unspecified genitourinary tract infection in pregnancy
Icd10Code,O24,Diabetes mellitus in pregnancy
Icd10Code,O240,"Diabetes mellitus in pregnancy: Pre-existing diabetes mellitus, insulin-dependent"
Icd10Code,O241,"Diabetes mellitus in pregnancy: Pre-existing diabetes mellitus, non-insulin-dependent"
Icd10Code,O242,Diabetes mellitus in pregnancy: Pre-existing malnutrition-related diabetes mellitus
Icd10Code,O243,"Diabetes mellitus in pregnancy: Pre-existing diabetes mellitus, unspecified"
Icd10Code,O244,Diabetes mellitus arising in pregnancy
Icd10Code,O249,"Diabetes mellitus in pregnancy, unspecified"
Icd10Code,O25,Malnutrition in pregnancy
Icd10Code,O26,Maternal care for other conditions predominantly related to pregnancy
Icd10Code,O260,Excessive weight gain in pregnancy
Icd10Code,O261,Low weight gain in pregnancy
Icd10Code,O262,Pregnancy care of habitual aborter
Icd10Code,O263,Retained intrauterine contraceptive device in pregnancy
Icd10Code,O264,Herpes gestationis
Icd10Code,O265,Maternal hypotension syndrome
Icd10Code,O266,"Liver disorders in pregnancy, childbirth and the puerperium"
Icd10Code,O267,"Subluxation of symphysis (pubis) in pregnancy, childbirth and the puerperium"
Icd10Code,O268,Other specified pregnancy-related conditions
Icd10Code,O269,"Pregnancy-related condition, unspecified"
Icd10Code,O28,Abnormal findings on antenatal screening of mother
Icd10Code,O280,Abnormal haematological finding on antenatal screening of mother
Icd10Code,O281,Abnormal biochemical finding on antenatal screening of mother
Icd10Code,O282,Abnormal cytological finding on antenatal screening of mother
Icd10Code,O283,Abnormal ultrasonic finding on antenatal screening of mother
Icd10Code,O284,Abnormal radiological finding on antenatal screening of mother
Icd10Code,O285,Abnormal chromosomal and genetic finding on antenatal screening of mother
Icd10Code,O288,Other abnormal findings on antenatal screening of mother
Icd10Code,O289,"Abnormal finding on antenatal screening of mother, unspecified"
Icd10Code,O29,Complications of anaesthesia during pregnancy
Icd10Code,O290,Pulmonary complications of anaesthesia during pregnancy
Icd10Code,O291,Cardiac complications of anaesthesia during pregnancy
Icd10Code,O292,Central nervous system complications of anaesthesia during pregnancy
Icd10Code,O293,Toxic reaction to local anaesthesia during pregnancy
Icd10Code,O294,Spinal and epidural anaesthesia-induced headache during pregnancy
Icd10Code,O295,Other complications of spinal and epidural anaesthesia during pregnancy
Icd10Code,O296,Failed or difficult intubation during pregnancy
Icd10Code,O298,Other complications of anaesthesia during pregnancy
Icd10Code,O299,"Complication of anaesthesia during pregnancy, unspecified"
Icd10Code,O30,Multiple gestation
Icd10Code,O300,Twin pregnancy
Icd10Code,O301,Triplet pregnancy
Icd10Code,O302,Quadruplet pregnancy
Icd10Code,O308,Other multiple gestation
Icd10Code,O309,"Multiple gestation, unspecified"
Icd10Code,O31,Complications specific to multiple gestation
Icd10Code,O310,Papyraceous fetus
Icd10Code,O311,Continuing pregnancy after abortion of one fetus or more
Icd10Code,O312,Continuing pregnancy after intrauterine death of one fetus or more
Icd10Code,O318,Other complications specific to multiple gestation
Icd10Code,O32,Maternal care for known or suspected malpresentation of fetus
Icd10Code,O320,Maternal care for unstable lie
Icd10Code,O321,Maternal care for breech presentation
Icd10Code,O322,Maternal care for transverse and oblique lie
Icd10Code,O323,"Maternal care for face, brow and chin presentation"
Icd10Code,O324,Maternal care for high head at term
Icd10Code,O325,Maternal care for multiple gestation with malpresentation of one fetus or more
Icd10Code,O326,Maternal care for compound presentation
Icd10Code,O328,Maternal care for other malpresentation of fetus
Icd10Code,O329,"Maternal care for malpresentation of fetus, unspecified"
Icd10Code,O33,Maternal care for known or suspected disproportion
Icd10Code,O330,Maternal care for disproportion due to deformity of maternal pelvic bones
Icd10Code,O331,Maternal care for disproportion due to generally contracted pelvis
Icd10Code,O332,Maternal care for disproportion due to inlet contraction of pelvis
Icd10Code,O333,Maternal care for disproportion due to outlet contraction of pelvis
Icd10Code,O334,Maternal care for disproportion of mixed maternal and fetal origin
Icd10Code,O335,Maternal care for disproportion due to unusually large fetus
Icd10Code,O336,Maternal care for disproportion due to hydrocephalic fetus
Icd10Code,O337,Maternal care for disproportion due to other fetal deformities
Icd10Code,O338,Maternal care for disproportion of other origin
Icd10Code,O339,"Maternal care for disproportion, unspecified"
Icd10Code,O34,Maternal care for known or suspected abnormality of pelvic organs
Icd10Code,O340,Maternal care for congenital malformation of uterus
Icd10Code,O341,Maternal care for tumour of corpus uteri
Icd10Code,O342,Maternal care due to uterine scar from previous surgery
Icd10Code,O343,Maternal care for cervical incompetence
Icd10Code,O344,Maternal care for other abnormalities of cervix
Icd10Code,O345,Maternal care for other abnormalities of gravid uterus
Icd10Code,O346,Maternal care for abnormality of vagina
Icd10Code,O347,Maternal care for abnormality of vulva and perineum
Icd10Code,O348,Maternal care for other abnormalities of pelvic organs
Icd10Code,O349,"Maternal care for abnormality of pelvic organ, unspecified"
Icd10Code,O35,Maternal care for known or suspected fetal abnormality and damage
Icd10Code,O350,Maternal care for (suspected) central nervous system malformation in fetus
Icd10Code,O351,Maternal care for (suspected) chromosomal abnormality in fetus
Icd10Code,O352,Maternal care for (suspected) hereditary disease in fetus
Icd10Code,O353,Maternal care for (suspected) damage to fetus from viral disease in mother
Icd10Code,O354,Maternal care for (suspected) damage to fetus from alcohol
Icd10Code,O355,Maternal care for (suspected) damage to fetus by drugs
Icd10Code,O356,Maternal care for (suspected) damage to fetus by radiation
Icd10Code,O357,Maternal care for (suspected) damage to fetus by other medical procedures
Icd10Code,O358,Maternal care for other (suspected) fetal abnormality and damage
Icd10Code,O359,"Maternal care for (suspected) fetal abnormality and damage, unspecified"
Icd10Code,O36,Maternal care for other known or suspected fetal problems
Icd10Code,O360,Maternal care for rhesus isoimmunization
Icd10Code,O361,Maternal care for other isoimmunization
Icd10Code,O362,Maternal care for hydrops fetalis
Icd10Code,O363,Maternal care for signs of fetal hypoxia
Icd10Code,O364,Maternal care for intrauterine death
Icd10Code,O365,Maternal care for poor fetal growth
Icd10Code,O366,Maternal care for excessive fetal growth
Icd10Code,O367,Maternal care for viable fetus in abdominal pregnancy
Icd10Code,O368,Maternal care for other specified fetal problems
Icd10Code,O369,"Maternal care for fetal problem, unspecified"
Icd10Code,O40,Polyhydramnios
Icd10Code,O41,Other disorders of amniotic fluid and membranes
Icd10Code,O410,Oligohydramnios
Icd10Code,O411,Infection of amniotic sac and membranes
Icd10Code,O418,Other specified disorders of amniotic fluid and membranes
Icd10Code,O419,"Disorder of amniotic fluid and membranes, unspecified"
Icd10Code,O42,Premature rupture of membranes
Icd10Code,O420,"Premature rupture of membranes, onset of labour within 24 hours"
Icd10Code,O421,"Premature rupture of membranes, onset of labour after 24 hours"
Icd10Code,O422,"Premature rupture of membranes, labour delayed by therapy"
Icd10Code,O429,"Premature rupture of membranes, unspecified"
Icd10Code,O43,Placental disorders
Icd10Code,O430,Placental transfusion syndromes
Icd10Code,O431,Malformation of placenta
Icd10Code,O432,Morbidly adherent placenta
Icd10Code,O438,Other placental disorders
Icd10Code,O439,"Placental disorder, unspecified"
Icd10Code,O44,Placenta praevia
Icd10Code,O440,Placenta praevia specified as without haemorrhage
Icd10Code,O441,Placenta praevia with haemorrhage
Icd10Code,O45,Premature separation of placenta [abruptio placentae]
Icd10Code,O450,Premature separation of placenta with coagulation defect
Icd10Code,O458,Other premature separation of placenta
Icd10Code,O459,"Premature separation of placenta, unspecified"
Icd10Code,O46,"Antepartum haemorrhage, not elsewhere classified"
Icd10Code,O460,Antepartum haemorrhage with coagulation defect
Icd10Code,O468,Other antepartum haemorrhage
Icd10Code,O469,"Antepartum haemorrhage, unspecified"
Icd10Code,O47,False labour
Icd10Code,O470,False labour before 37 completed weeks of gestation
Icd10Code,O471,False labour at or after 37 completed weeks of gestation
Icd10Code,O479,"False labour, unspecified"
Icd10Code,O48,Prolonged pregnancy
Icd10Code,O60,Preterm labour and delivery
Icd10Code,O600,Preterm labour without delivery
Icd10Code,O601,Preterm spontaneous labour with preterm delivery
Icd10Code,O602,Preterm spontaneous labour with term delivery
Icd10Code,O603,Preterm delivery without spontaneous labour
Icd10Code,O61,Failed induction of labour
Icd10Code,O610,Failed medical induction of labour
Icd10Code,O611,Failed instrumental induction of labour
Icd10Code,O618,Other failed induction of labour
Icd10Code,O619,"Failed induction of labour, unspecified"
Icd10Code,O62,Abnormalities of forces of labour
Icd10Code,O620,Primary inadequate contractions
Icd10Code,O621,Secondary uterine inertia
Icd10Code,O622,Other uterine inertia
Icd10Code,O623,Precipitate labour
Icd10Code,O624,"Hypertonic, incoordinate, and prolonged uterine contractions"
Icd10Code,O628,Other abnormalities of forces of labour
Icd10Code,O629,"Abnormality of forces of labour, unspecified"
Icd10Code,O63,Long labour
Icd10Code,O630,Prolonged first stage (of labour)
Icd10Code,O631,Prolonged second stage (of labour)
Icd10Code,O632,"Delayed delivery of second twin, triplet, etc."
Icd10Code,O639,"Long labour, unspecified"
Icd10Code,O64,Obstructed labour due to malposition and malpresentation of fetus
Icd10Code,O640,Obstructed labour due to incomplete rotation of fetal head
Icd10Code,O641,Obstructed labour due to breech presentation
Icd10Code,O642,Obstructed labour due to face presentation
Icd10Code,O643,Obstructed labour due to brow presentation
Icd10Code,O644,Obstructed labour due to shoulder presentation
Icd10Code,O645,Obstructed labour due to compound presentation
Icd10Code,O648,Obstructed labour due to other malposition and malpresentation
Icd10Code,O649,"Obstructed labour due to malposition and malpresentation, unspecified"
Icd10Code,O65,Obstructed labour due to maternal pelvic abnormality
Icd10Code,O650,Obstructed labour due to deformed pelvis
Icd10Code,O651,Obstructed labour due to generally contracted pelvis
Icd10Code,O652,Obstructed labour due to pelvic inlet contraction
Icd10Code,O653,Obstructed labour due to pelvic outlet and mid-cavity contraction
Icd10Code,O654,"Obstructed labour due to fetopelvic disproportion, unspecified"
Icd10Code,O655,Obstructed labour due to abnormality of maternal pelvic organs
Icd10Code,O658,Obstructed labour due to other maternal pelvic abnormalities
Icd10Code,O659,"Obstructed labour due to maternal pelvic abnormality, unspecified"
Icd10Code,O66,Other obstructed labour
Icd10Code,O660,Obstructed labour due to shoulder dystocia
Icd10Code,O661,Obstructed labour due to locked twins
Icd10Code,O662,Obstructed labour due to unusually large fetus
Icd10Code,O663,Obstructed labour due to other abnormalities of fetus
Icd10Code,O664,"Failed trial of labour, unspecified"
Icd10Code,O665,"Failed application of vacuum extractor and forceps, unspecified"
Icd10Code,O668,Other specified obstructed labour
Icd10Code,O669,"Obstructed labour, unspecified"
Icd10Code,O67,"Labour and delivery complicated by intrapartum haemorrhage, not elsewhere classified"
Icd10Code,O670,Intrapartum haemorrhage with coagulation defect
Icd10Code,O678,Other intrapartum haemorrhage
Icd10Code,O679,"Intrapartum haemorrhage, unspecified"
Icd10Code,O68,Labour and delivery complicated by fetal stress [distress]
Icd10Code,O680,Labour and delivery complicated by fetal heart rate anomaly
Icd10Code,O681,Labour and delivery complicated by meconium in amniotic fluid
Icd10Code,O682,Labour and delivery complicated by fetal heart rate anomaly with meconium in amniotic fluid
Icd10Code,O683,Labour and delivery complicated by biochemical evidence of fetal stress
Icd10Code,O688,Labour and delivery complicated by other evidence of fetal stress
Icd10Code,O689,"Labour and delivery complicated by fetal stress, unspecified"
Icd10Code,O69,Labour and delivery complicated by umbilical cord complications
Icd10Code,O690,Labour and delivery complicated by prolapse of cord
Icd10Code,O691,"Labour and delivery complicated by cord around neck, with compression"
Icd10Code,O692,"Labour and delivery complicated by other cord entanglement, with compression"
Icd10Code,O693,Labour and delivery complicated by short cord
Icd10Code,O694,Labour and delivery complicated by vasa praevia
Icd10Code,O695,Labour and delivery complicated by vascular lesion of cord
